CZ0008040318;MONETA Money Bank;Tschechien
PLPZU0000011;Powszechny Zaklad Ubezpieczen;Polen
IE000MMRLY96;YieldMax Big Tech Option Income;Irland
AU0000224040;WOODSIDE ENERGY GROUP LTD;Australien
US69344D4088;PLDT Inc;Philippines
SGXZ53070850;Hafnia;Bermuda
SG9999012629;Kenon;Singapur
CA14150G4007;Cardinal Energy;Canada
FR0000035081;ICADE SA;Frankreich
DK0010244425;A.P. Moeller - Maersk A-S;Daenemark
BE0003810273;Proximus;Belgien
PLPEKAO00016;Bank Polska Kasa Opieki;Polen
CNE1000002Q2;China Petroleum Chemical;China
TH0355010R16;PTT Exploration and Production;Thailand
BRCMIGACNPR3;Companhia Energetica de Minas Gerais;Brasilien
ID1000122807;PT Astra International;Indonesien
PLLVTSF00010;LIVECHAT Software;Polen
BMG850801025;Stolt-Nielsen;Bermuda
ES0109427734;ATRESMEDIA;Spanien
ZAE000085346;Kumba Iron Ore;ZAF
GB00BM8PJY71;NatWest Group;GB
GB0008782301;Taylor Wimpey;GB
GRS014003032;Piraeus Financial;Griechenland
SE0000242455;Swedbank;Schweden
CNE1000002H1;China Construction Bank;China
CNE1000004F1;Sinotrans;China
PLBH00000012;Bank Handlowy w Warszawie;Polen
US0152711091;Alexandria Real Estate Equities;USA
FR0004125920;AMUNDI;Frankreich
GB00B67KBV28;Central Asia Metals;GB
US00081T1088;ACCO Brands;USA
DE0007507501;WashTec;BRD
US8256901005;Shutterstock;USA
CA96467A2002;Whitecap Resources;Canada
NO0011082075;Hoegh Autoliners ASA;Norwegen
GB0033986497;ITV;GB
IE00B66F4759;SHS EO H.YIELD CORP BD U.ETF;Irland
CA3565001086;Freehold Royalties;Canada
BMG988031446;Yue Yuen Industrial;China
CNE1000003G1;Industrial Commercial Bank of China;China
CNE1000001Z5;BANK OF CHINA;China
CNE100000X44;CHONGQING RURAL COMM. H;China
US3379321074;FIRSTENERGY;USA
DE0006464506;LEIFHEIT;BRD
US2058871029;CONAGRA BRANDS INC;USA
US87612E1064;Target Corporation;USA
AU000000ELD6;Elders Limited;Australien
PTEDP0AM0009;EDP;Portugal
NL00150001Q9;Stellantis;Niederlanden
US9633201069;Whirlpool;USA
IE0003UVYC20;JPM Global Equity Premium Income UCITS ETF;Irland
PLGPW0000017;Warsaw Stock Exchange;Polen
AT000AGRANA3;AGRANA;Austria
US9113121068;United Parcel Service;USA
JE00BJ1F3079;AMCOR;GB
AU000000APA1;APA Group Stapled Securities;Australien
CY0200352116;Frontline;Zypern
US00130H1059;The AES Corporation;USA
CA1367178326;Canadian Utilities;Canada
ES0173516115;Repsol;Spanien
AN8068571086;Schlumberger;USA
DE0007480204;Deutsche Euroshop;BRD
LU0677077884;Xtrackers II Emerging Markets Bond ETF 2D;Luxemburg
IE00BDR5HM97;Xtrackers High Yield Corporate Bond ETF 1D;Irland
US7134481081;PEPSICO;USA
DE0008232125;Deutsche Lufthansa AG;BRD
FI4000297767;Nordea Bank;Finnland
LU0061462528;RTL Group SA;BRD
NO0011202772;Var Energi;Norwegen
NL0011540547;ABN Amro;Niederlanden
DE0005419105;CANCOM;BRD
AT0000606306;Raiffeisen;Austria
US1104481072;ADR ON BRITISH AMERICAN TOBACCO PLC;USA
GB0002875804;BRITISH AMERICAN TOBACCO PLC;GB
AT0000946652;Schoeller-Bleckmann;Austria
US26884U1097;EPR PROPERTIES;USA
IE00BQQ3Q067;WisdomTree Emerging Markets Equity Income UCITS ETF;Irland
IE00B1FZS913;iShares ? Govt Bond 15-30yr UCITS ETF EUR (Dist);Irland
AU000000BHP4;BHP GROUP LTD. DL -,50;Australien
US0886061086;BHP GROUP LTD. DL -,50;Australien
CA83671M1059;South Bow;Canada
LU0292096186;Xtrackers STOXX Global Select Dividend 100 Swap UCITS;Luxemburg
DE000ETFL235;Deka DAXplus Maximum Dividend UCITS;BRD
IE0002L5QB31;Global X S&P 500 Covered Call UCITS ETF;Irland
IE00BG0J4957;iShares Broad $ High Yield Corp Bond UCITS ETF - USD DIS ETF;Irland
CA0042721005;ACADIAN TIMBER;Canada
FR0000120503;Bouygues;Frankreich
CA87971M1032;Telus Corp;Canada
US9026811052;UGI Corporation;USA
US49456B1017;Kinder Morgan;USA
AU000000NHC7;New Hope;Australien
IT0003153415;SNAM;Italien
DE0002635299;iShares STOXX Europe Select Dividend 30 UCITS ETF (DE);BRD
US6410694060;Nestle;USA
NO0010345853;AKER BP NK;Norwegen
BE0003470755;Solvay;Belgien
US17275R1023;CISCO SYSTEMS INC. -;USA
DE0007664039;VOLKSWAGEN AG PREFERRED;BRD
BRVALEACNOR0;VALE S.A.;Brasilien
US7170811035;PFIZER INC. COMMON ST;USA
DE000SHA0159;SCHAEFFLER AG PREFERRED;BRD
CA05534B7604;BCE INC. COMMON STOCK;Canada
DE000BASF111;BASF SE;BRD
US18539C2044;CLEARWAY ENERGY INC.;USA
CA11777Q2099;B2GOLD CORP;Canada
US0357108390;ANNALY CAPITAL MANAGEMENT INC. COMMON STOCK;USA
US00123Q1040;AGNC INV.CORP. DL-,001;USA
AU000000FMG4;FORTESCUE METALS GRP LTD.;Australien
US9598021098;WESTERN UNION CO. DL-,01;USA
CA0636711016;BANK OF MONTREAL;Canada
DE000PAH0038;PORSCHE AUTOM.HLDG VZO;BRD
JP3633400001;TOYOTA MOTOR CORP.;Japan
FR0010411983;SCOR SE EO 7,8769723;Frankreich
CA0641491075;BANK NOVA SCOTIA HALIF;Canada
DE000A2NB650;MUTARES KGAA NA O.N.;BRD
CA67077M1086;NUTRIEN LTD;Canada
DE0007231334;SIXT SE VZO O.N.;BRD
US3453708600;FORD MOTOR DL-,01;USA
US05379B1070;AVISTA CORP.;USA
FR0000130809;STE GENERALE INH. EO 1,25;Frankreich
GB0007980591;BP PLC;GB
US74144T1088;T.ROW.PR.GRP DL-,20;USA
BRPETRACNOR9;PETROLEO BRAS.SA PET.;Brasilien
US7672041008;ADR ON RIO TINTO PLC;GB
GB0007188757;RIO TINTO PLC LS-,10;GB
JE00B4T3BW64;GLENCORE PLC DL -,01;Luxemburg
US92343V1044;VERIZON COMMUNICATIONS;USA
CA8911605092;TORONTO-DOMINION BK;Canada
DE000DWS1007;DWS GROUP GMBH & CO KGAA;BRD
NO0010096985;EQUINOR ASA NK 2,50;Norwegen
AT0000APOST4;OESTERR. POST AG;Austria
NO0003054108;MOWI ASA NK 7,5;Norwegen
US7561091049;REALTY INCOME CORPORAT;USA
US5021751020;LTC PTIES INC. DL-,01;USA
DE0007100000;MERCEDES-BENZ GRP NA O.N.;BRD
US66765N1054;NORTHWEST NATURAL HLDG;USA
NL0009739416;POSTNL N.V. EO -,08;Niederlanden
US1011211018;BOSTON PROPERTIES INC;USA
AT0000743059;OMV AG;Austria
GB0005603997;LEGAL & GENERAL GROUP PLC;GB
SG1S04926220;OVERSEA-CHINESE BANKING CORPORATION LTD;Singapur
DE0005552004;DEUTSCHE POST AG NA O.N.;BRD
AU000000BOQ8;BANK OF QUEENSLAND LTD;Australien
US9134561094;UNIVERSAL CORPORATION;USA
IE00BM8R0J59;GL X-N.100 CC DLD;Irland
JP3756600007;NINTENDO CO. LTD;Japan
IE00BYM31M36;ISHSIV-FALL.A.H.Y.C.BDDLD;Irland
DE0007236101;SIEMENS AG NA O.N.;BRD
SG1L01001701;DBS GRP HLDGS        SD 1;Singapur
FR0000120271;TOTAL SA;Frankreich
IE00077FRP95;Global X SuperDividend;Irland
US5007541064;KRAFT HEINZ CO.DL -,01;USA
IE00BZ163L38;VANG.USD EM G.BD UETF DLD;Irland
US8545021011;STANLEY BL. + DECK.DL2,50;USA
US1101221083;BRISTOL-MYERS SQUIBBDL-10;USA
US12572Q1058;CME GROUP INC. DL-,01;USA
GB00BPQY8M80;AVIVA PLC;GB
US92936U1097;W.P. CAREY INC. DL-,01;USA
US1266501006;CVS HEALTH CORP. DL-,01;USA
DE000A0F5UH1;IS.S.GL.SE.D.100 U.ETF A.;BRD
IE00B4PY7Y77;ISHSII-DLHY CORP BD DLDIS;Irland
US00206R1023;AT&T INC.;USA
FR0000124141;VEOLIA ENVIRONNE. EO 5;Frankreich
IE00B652H904;ISHARES EM DIVIDEND UCITS ETF USD (DIST);Irland
US6680743050;NORTHWESTERN CORPORATION - COMMON STOCK;USA
US2605571031;DOW INC. COMMON STOCK;USA
GB00B24CGK77;RECKITT BENCK.GRP LS -,10;GB
CNE1000003X6;PING AN INS.C.CHINA H YC1;China
DE000DTR0CK8;DAIMLER TRUCK HLDG NA ON;BRD
KYG217651051;CK HUTCHISON HLDGS;Cayman
GB00BDR05C01;NATIONAL GRID PLC;GB
GB0005405286;HSBC HOLDINGS PLC;GB
LU1109942653;Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1D;Luxemburg
US04010L1035;ARES CAPITAL CORP.;USA
AT0000821103;UNIQA INSURANCE GROUP AG;Austria
GB00BN7SWP63;GSK PLC LS-,3125;GB
DE0006047004;HEIDELBERG MATERIALS O.N.;BRD
US6673401039;NORTHWEST BANCSHARES;USA
FR0013269123;RUBIS INH. NOUV. EO 1,25;Frankreich
DE000EVNK013;EVONIK INDUSTRIES NA O.N.;BRD
USY384721251;HYUNDAI MOT.0,5N.VTG GDRS;USA
IE00B14X4T88;iShares Asia Pacific Dividend UCITS ETF USD (Dist);Irland
FR0000120644;DANONE S.A. EO -,25;Frankreich
US3755581036;GILEAD SCIENCES INC.;USA
US9256521090;VICI PROPERTIES INC. C;USA
NO0010063308;TELENOR ASA;Norwegen
DE0005190037;BMW AG PREFERRED;BRD
CA87807B1076;TC ENERGY CORPORATION COMMON STOCK;Canada
US3703341046;GENL MILLS DL -,10;USA
FR0000133308;ORANGE INH. EO 4;Frankreich
ES0113900J37;BCO SANTANDER N.EO0,5;Spanien
DE0005140008;DEUTSCHE BANK AG NA O.N.;BRD
NL0009434992;LYONDELLBASELL INDUSTR;Niederlanden
JP3463000004;TAKEDA PHARM.CO.LTD.;Japan
IT0003128367;ENEL S.P.A. EO 1;Italien
DE0006048408;HENKEL AG+CO.KGAA ST O.N.;BRD
US64828T2015;RITHM CAPITAL CORP;USA
CA8667961053;SUN LIFE FINANCIAL INC.;Canada
US4943681035;KIMBERLY-CLARK DL 1,25;USA
DE000TRAT0N7;TRATON SE INH O.N.        0001;BRD
NL0011872643;ASR NEDERLAND NV;Niederlanden
DE0008402215;HANNOVER RUECK SE NA O.N.;BRD
ES0178430E18;TELEFONICA SA;Spanien
US40434L1052;HP INC DL -,01;USA
US92556V1061;VIATRIS INC. O.N.;USA
NL0011821202;ING GROEP NV EO -,01;Niederlanden
US49446R1095;KIMCO REALTY CORPORATI;USA
FR0000120578;SANOFI SA INHABER EO 2;Frankreich
US78440X8873;SL GREEN REAL. NEW DL-,01 0001;USA
DE0005557508;DT.TELEKOM AG NA;BRD
CA29250N1050;ENBRIDGE INC COMMON ST;Canada
US69121K1043;BLUE OWL CAPITAL CORP;USA
US56035L1044;MAIN STREET CAP.CP.DL-,01;USA
US7427181091;PROCTER GAMBLE;USA
US1667641005;CHEVRON CORPORATION CO;USA
NL0010773842;NN GROUP NV EO -,12;Niederlanden
AU000000ANZ3;A.N.Z. BKG GRP;Australien
FR0000131104;BNP PARIBAS SA;Frankreich
CA1360691010;CIBC;Canada
HK0941009539;CHINA MOBILE LTD.;China
DE000A0Z2ZZ5;FREENET AG NA O.N.;BRD
FR0000045072;CREDIT AGRICOLE SA;Frankreich
IT0003796171;POSTE ITALIANE SPA EO-,51;Italien
DE0005785604;Fresenius;BRD
CA8672241079;SUNCOR ENERGY;Canada
BE0974264930;AGEAS SA;Belgien
GB00B10RZP78;UNILEVER PLC LS-,031111;GB
IT0003132476;ENI S.P.A.;Italien
US4878361082;KELLANOVA CO. DL -,25;USA
GB0004544929;IMPERIAL BRANDS PLC LS-10;GB
GB0031348658;Barclays Bank;GB
ES0144580Y14;IBERDROLA INH. EO -,75;Spanien
DE000ENAG999;E.ON SE;BRD
US0865161014;BEST BUY CO. INC. COM;USA
AT0000908504;VIENNA INSURANCE GRP INH;Austria
US02209S1033;ALTRIA GRP INC. DL-,333;USA
US66987V1098;NOVARTIS NAM. ADR 1;USA
US7443201022;PRUDENTIAL FINANCIAL;USA
FR0010208488;ENGIE SA;Frankreich
US1729674242;CITIGROUP INC. DL -,01    0001;USA
US1912161007;COCA-COLA COMPANY (THE;USA
DE0008404005;ALLIANZ SE NA O.N.;BRD
GB0008706128;LLOYDS BKG GRP LS-,10;GB
US6819361006;OMEGA HEALTHC. INV. DL-10;USA
JP3726800000;JAPAN TOBACCO;Japan
US2538681030;DIGITAL REALTY TRUST;USA
US84265V1052;SOUTHERN COPPER CORPOR;USA
IT0000062072;ASSICURAZIONI GENERALI SPA;Italien
AU000000WBC1;WESTPAC BKG;Australien
FR0000120628;AXA SA;Frankreich
DE000A1ML7J1;VONOVIA SE NA O.N.;BRD
US7181721090;PHILIP MORRIS INTERNAT;USA
AT0000BAWAG2;BAWAG GROUP AG;Austria
CA56501R1064;MANULIFE FINANCIAL COR;Canada
US4592001014;INTL BUS. MACH. DL-,20;USA
US89151E1091;ADR ON TOTALENERGIES SE;USA
AT0000652011;ERSTE GROUP BANK AG;Austria
ES0113211835;BANCO BILBAO VIZCAYA ARGENTARIA SA;Spanien
US00287Y1091;ABBVIE INC. COMMON STO;USA
IT0000072618;INTESA SANPAOLO;Italien
DE0006070006;HOCHTIEF AG;BRD
US30231G1022;EXXON MOBIL CORP.;USA
DE0008430026;M�NCHENER R�CK;BRD
IE00B2NPKV68;ISHSII-JPM DL EM BD DLDIS;Irland
